ThreadId,TimerId,StartTime,EndTime,Depth
65,4183,109.521511,109.525196,1
65,4183,109.525201,109.528438,1
65,4183,109.528442,109.531819,1
65,4183,109.531822,109.536661,1
65,4183,109.536665,109.540432,1
65,4183,109.540436,109.544636,1
65,4183,109.54464,109.549114,1
65,4183,109.549117,109.552566,1
65,4183,109.55257,109.555847,1
65,4183,109.55585,109.559389,1
65,4183,109.559392,109.562572,1
65,4183,109.562576,109.565731,1
65,4183,109.565736,109.569093,1
65,4183,109.569096,109.572931,1
65,4183,109.572935,109.576225,1
65,4183,109.576228,109.579581,1
65,4183,109.579583,109.582882,1
65,4183,109.582886,109.586267,1
65,4183,109.58627,109.589888,1
65,4183,109.589892,109.594396,1
65,4183,109.594401,109.598806,1
65,4183,109.598811,109.602352,1
65,4183,109.602356,109.60578,1
65,4183,109.605783,109.608977,1
65,4183,109.608979,109.612574,1
65,4183,109.612579,109.616126,1
65,4183,109.61613,109.619396,1
