ThreadId,TimerId,StartTime,EndTime,Depth
78,4313,74.7807216,74.7807529,1
78,4313,74.7831745,74.7831762,1
78,4313,74.8008867,74.8016158,1
78,4313,74.8186991,74.819512,1
78,4313,74.8365531,74.8372995,1
78,4313,74.8408149,74.8408172,1
78,4313,74.8436656,74.8436676,1
78,4313,74.8463501,74.8463518,1
78,4313,74.862614,74.8633253,1
78,4313,74.8656762,74.865678,1
78,4313,74.8826014,74.8834973,1
78,4313,74.9161291,74.9163804,1
78,4313,74.9693059,74.9700393,1
78,4313,74.9933129,74.993317,1
78,4313,74.9962803,74.9962839,1
78,4313,75.026591,75.0265959,1
78,4313,75.0303706,75.0303751,1
78,4313,75.0545307,75.0548808,1
78,4313,75.0700673,75.0700703,1
78,4313,75.0728763,75.0728807,1
78,4313,75.0772838,75.0772874,1
78,4313,75.0809292,75.0809319,1
78,4313,75.0854808,75.0854847,1
78,4313,75.0908765,75.0908816,1
78,4313,75.0927158,75.0927182,0
78,4313,75.0968024,75.0968048,1
78,4313,75.0991227,75.0991255,1
78,4313,75.1068576,75.1068625,1
78,4313,75.1105356,75.1105379,1
78,4313,75.1130268,75.11303,1
78,4313,75.11516,75.1151616,1
78,4313,75.116542,75.1165433,0
78,4313,75.116975,75.1169767,0
78,4313,75.1191934,75.1191958,1
78,4313,75.1202721,75.1202743,0
78,4313,75.1233894,75.1233932,1
78,4313,75.1334678,75.1334717,0
78,4313,75.1379439,75.1379491,1
78,4313,75.1417661,75.1417729,1
78,4313,75.1448628,75.1448669,1
78,4313,75.1481795,75.1481815,1
78,4313,75.1488439,75.1488447,0
78,4313,75.1520995,75.1521031,1
78,4313,75.1549291,75.1549328,1
78,4313,75.1810924,75.1815531,1
78,4313,75.1852963,75.1853001,1
78,4313,75.2074258,75.2080113,1
78,4313,75.2154848,75.2154888,1
78,4313,75.2191073,75.2191099,1
78,4313,75.2199658,75.2199664,0
78,4313,75.2238349,75.2238367,1
78,4313,75.2494539,75.249953,1
78,4313,75.2522792,75.252281,1
78,4313,75.2784889,75.279173,1
78,4313,75.3055306,75.306346,1
78,4313,75.3073165,75.3073215,0
78,4313,75.3106358,75.3106391,1
78,4313,75.3144084,75.3144106,1
78,4313,75.3151677,75.3151687,0
78,4313,75.3188982,75.3189006,1
78,4313,75.3224491,75.322452,1
78,4313,75.3269515,75.3269545,1
78,4313,75.331516,75.3315179,1
78,4313,75.3322224,75.3322243,0
