ThreadId,TimerId,StartTime,EndTime,Depth
147,4828,5213.53183,5213.53504,1
147,4828,5213.53504,5213.53786,1
147,4828,5213.53786,5213.54047,1
147,4828,5213.54048,5213.5434,1
147,4828,5213.5434,5213.54633,1
147,4828,5213.54633,5213.54945,1
147,4828,5213.54945,5213.55278,1
147,4828,5213.55278,5213.5579,1
147,4828,5213.5579,5213.56138,1
147,4828,5213.56139,5213.56574,1
147,4828,5213.56574,5213.56951,1
147,4828,5213.56952,5213.57378,1
147,4828,5213.57379,5213.57731,1
147,4828,5213.57731,5213.58039,1
147,4828,5213.58039,5213.5835,1
147,4828,5213.5835,5213.58655,1
147,4828,5213.58656,5213.59023,1
147,4828,5213.59023,5213.59532,1
147,4828,5213.59533,5213.60085,1
147,4828,5213.60086,5213.60579,1
147,4828,5213.60579,5213.6107,1
147,4828,5213.6107,5213.61565,1
147,4828,5213.61565,5213.61882,1
147,4828,5213.61884,5213.62222,1
147,4828,5213.62223,5213.62629,1
147,4828,5213.6263,5213.63145,1
147,4828,5213.63146,5213.63808,1
