ThreadId,TimerId,StartTime,EndTime,Depth
154,4673,5219.39572,5219.42455,0
154,4673,5219.42459,5219.42743,0
154,4673,5219.42746,5219.45334,0
154,4673,5219.45338,5219.45729,0
154,4673,5219.45732,5219.46174,0
154,4673,5219.46177,5219.48925,0
154,4673,5219.48927,5219.49405,0
154,4673,5219.49912,5219.50245,0
154,4673,5219.50248,5219.53747,0
154,4673,5219.5375,5219.5405,0
154,4673,5219.54051,5219.5767,0
154,4673,5219.57674,5219.57982,0
154,4673,5219.57986,5219.61912,0
154,4673,5219.61915,5219.65426,0
154,4673,5219.65429,5219.65819,0
154,4673,5219.66159,5219.70453,0
154,4673,5219.70456,5219.7085,0
154,4673,5219.70852,5219.71349,0
154,4673,5219.71352,5219.71756,0
154,4673,5219.71759,5219.75536,0
154,4673,5219.75796,5219.76113,0
154,4673,5219.76116,5219.76596,0
154,4673,5219.76598,5219.76942,0
154,4673,5219.76944,5219.7748,0
154,4673,5219.77482,5219.77788,0
154,4673,5219.77954,5219.78337,0
154,4673,5219.78339,5219.78694,0
154,4673,5219.78696,5219.79136,0
154,4673,5219.7929,5219.79693,0
154,4673,5219.79695,5219.80001,0
154,4673,5219.80003,5219.80309,0
154,4673,5219.80737,5219.81044,0
154,4673,5219.81046,5219.81412,0
154,4673,5219.81415,5219.81743,0
154,4673,5219.82498,5219.82856,0
154,4673,5219.82859,5219.83164,0
154,4673,5219.83166,5219.83486,0
154,4673,5219.83488,5219.83815,0
154,4673,5219.8388,5219.84359,0
154,4673,5219.84362,5219.84673,0
154,4673,5219.84676,5219.88631,0
154,4673,5219.88635,5219.89104,0
154,4673,5219.8911,5219.92545,0
154,4673,5219.92988,5219.93304,0
154,4673,5219.93307,5219.96735,0
154,4673,5219.9711,5219.97423,0
154,4673,5219.97614,5220.01371,0
154,4673,5220.01373,5220.04786,0
154,4673,5220.04861,5220.05128,0
154,4673,5220.0513,5220.0547,0
154,4673,5220.05656,5220.06046,0
154,4673,5220.06049,5220.06447,0
154,4673,5220.06522,5220.06863,0
154,4673,5220.06937,5220.07266,0
154,4673,5220.07268,5220.07597,0
154,4673,5220.07598,5220.07919,0
154,4673,5220.07927,5220.08309,0
154,4673,5220.08311,5220.08635,0
154,4673,5220.08637,5220.08941,0
154,4673,5220.08943,5220.09287,0
154,4673,5220.09498,5220.09806,0
154,4673,5220.11069,5220.11489,0
154,4673,5220.11499,5220.11863,0
154,4673,5220.11866,5220.12174,0
154,4673,5220.12176,5220.12497,0
154,4673,5220.125,5220.12839,0
154,4673,5220.12842,5220.13179,0
154,4673,5220.13182,5220.13515,0
154,4673,5220.13586,5220.1392,0
154,4673,5220.13924,5220.14315,0
154,4673,5220.14318,5220.14676,0
154,4673,5220.14826,5220.15233,0
154,4673,5220.15236,5220.15612,0
154,4673,5220.15696,5220.16009,0
154,4673,5220.16011,5220.16378,0
154,4673,5220.16381,5220.16711,0
154,4673,5220.16782,5220.17092,0
154,4673,5220.1718,5220.17513,0
154,4673,5220.17516,5220.17854,0
154,4673,5220.17921,5220.18247,0
154,4673,5220.1825,5220.18616,0
154,4673,5220.18692,5220.19055,0
154,4673,5220.19211,5220.19562,0
154,4673,5220.19624,5220.19941,0
154,4673,5220.20018,5220.20391,0
154,4673,5220.20395,5220.20706,0
154,4673,5220.2071,5220.21067,0
154,4673,5220.21144,5220.21649,0
154,4673,5220.21653,5220.21958,0
154,4673,5220.22023,5220.22373,0
154,4673,5220.22376,5220.22667,0
154,4673,5220.22777,5220.22995,0
154,4673,5220.22997,5220.23292,0
154,4673,5220.23295,5220.23529,0
154,4673,5220.23531,5220.23725,0
154,4673,5220.23726,5220.23955,0
154,4673,5220.23958,5220.2428,0
154,4673,5220.24283,5220.24606,0
154,4673,5220.24609,5220.24942,0
154,4673,5220.24944,5220.25282,0
154,4673,5220.25284,5220.2564,0
154,4673,5220.25643,5220.25985,0
154,4673,5220.25986,5220.26309,0
154,4673,5220.2631,5220.26634,0
154,4673,5220.26635,5220.26978,0
154,4673,5220.26981,5220.27309,0
154,4673,5220.27311,5220.27656,0
154,4673,5220.27735,5220.28061,0
154,4673,5220.28159,5220.28536,0
154,4673,5220.28539,5220.2876,0
154,4673,5220.28813,5220.29061,0
154,4673,5220.29063,5220.29382,0
154,4673,5220.29384,5220.29715,0
154,4673,5220.2985,5220.30182,0
154,4673,5220.30185,5220.30516,0
154,4673,5220.30594,5220.30918,0
154,4673,5220.30994,5220.31316,0
154,4673,5220.31319,5220.3165,0
154,4673,5220.31724,5220.32022,0
154,4673,5220.32237,5220.32496,0
154,4673,5220.3264,5220.32951,0
154,4673,5220.32953,5220.3325,0
154,4673,5220.33253,5220.33567,0
154,4673,5220.33622,5220.33836,0
154,4673,5220.33839,5220.34136,0
154,4673,5220.3414,5220.34384,0
154,4673,5220.34476,5220.348,0
154,4673,5220.34903,5220.35185,0
154,4673,5220.35232,5220.35587,0
154,4673,5220.35594,5220.35904,0
154,4673,5220.35905,5220.3615,0
154,4673,5220.36153,5220.3651,0
154,4673,5220.36514,5220.36842,0
154,4673,5220.36846,5220.37168,0
154,4673,5220.37171,5220.37512,0
154,4673,5220.37515,5220.37889,0
154,4673,5220.37893,5220.38231,0
154,4673,5220.38234,5220.3857,0
154,4673,5220.38574,5220.38906,0
154,4673,5220.38908,5220.39246,0
154,4673,5220.39249,5220.39579,0
154,4673,5220.39583,5220.39897,0
154,4673,5220.39901,5220.40267,0
154,4673,5220.4027,5220.40529,0
154,4673,5220.40534,5220.40903,0
154,4673,5220.40907,5220.41302,0
154,4673,5220.41305,5220.41637,0
154,4673,5220.4164,5220.41905,0
154,4673,5220.41908,5220.42132,0
154,4673,5220.42134,5220.42567,0
154,4673,5220.42724,5220.42984,0
154,4673,5220.4304,5220.43281,0
154,4673,5220.43362,5220.43592,0
154,4673,5220.43732,5220.44109,0
154,4673,5220.44255,5220.44584,0
154,4673,5220.44692,5220.4492,0
154,4673,5220.44925,5220.45285,0
154,4673,5220.45373,5220.45687,0
154,4673,5220.45766,5220.46127,0
154,4673,5220.4613,5220.46488,0
154,4673,5220.46492,5220.46901,0
154,4673,5220.46905,5220.47269,0
154,4673,5220.47383,5220.47619,0
154,4673,5220.47621,5220.47911,0
154,4673,5220.47917,5220.48264,0
154,4673,5220.4827,5220.48617,0
154,4673,5220.4862,5220.48952,0
154,4673,5220.48957,5220.49203,0
154,4673,5220.49206,5220.49485,0
154,4673,5220.49645,5220.49985,0
154,4673,5220.4999,5220.50337,0
154,4673,5220.50424,5220.50721,0
154,4673,5220.50726,5220.51,0
154,4673,5220.51005,5220.51229,0
154,4673,5220.51233,5220.515,0
154,4673,5220.51502,5220.51871,0
154,4673,5220.51876,5220.52239,0
154,4673,5220.52244,5220.52603,0
154,4673,5220.52607,5220.52961,0
154,4673,5220.52966,5220.53333,0
154,4673,5220.53339,5220.53667,0
154,4673,5220.5367,5220.53955,0
154,4673,5220.53958,5220.54277,0
154,4673,5220.54282,5220.54613,0
154,4673,5220.54616,5220.54966,0
154,4673,5220.5497,5220.55309,0
154,4673,5220.55312,5220.55641,0
154,4673,5220.55647,5220.55983,0
154,4673,5220.55989,5220.56327,0
154,4673,5220.56332,5220.56571,0
154,4673,5220.56575,5220.56988,0
154,4673,5220.57158,5220.5753,0
154,4673,5220.57716,5220.58018,0
154,4673,5220.58024,5220.58292,0
154,4673,5220.58298,5220.58656,0
154,4673,5220.58745,5220.59038,0
154,4673,5220.59046,5220.59408,0
154,4673,5220.59588,5220.60021,0
154,4673,5220.60111,5220.60469,0
154,4673,5220.60479,5220.60841,0
154,4673,5220.60848,5220.61147,0
154,4673,5220.61481,5220.61791,0
154,4673,5220.618,5220.62056,0
154,4673,5220.62059,5220.62303,0
154,4673,5220.62306,5220.6263,0
154,4673,5220.62636,5220.62902,0
154,4673,5220.62907,5220.63238,0
154,4673,5220.63244,5220.63574,0
154,4673,5220.63579,5220.63864,0
154,4673,5220.63919,5220.64262,0
154,4673,5220.6435,5220.64686,0
154,4673,5220.64847,5220.65138,0
154,4673,5220.65197,5220.65515,0
154,4673,5220.65523,5220.65873,0
154,4673,5220.6588,5220.66165,0
154,4673,5220.66171,5220.66425,0
154,4673,5220.66431,5220.66668,0
154,4673,5220.66676,5220.66985,0
154,4673,5220.66991,5220.67282,0
154,4673,5220.67288,5220.67597,0
154,4673,5220.67602,5220.67902,0
154,4673,5220.67907,5220.68141,0
154,4673,5220.68144,5220.68448,0
154,4673,5220.68452,5220.68704,0
154,4673,5220.68707,5220.69044,0
154,4673,5220.69047,5220.69341,0
154,4673,5220.69344,5220.69578,0
154,4673,5220.69581,5220.69866,0
154,4673,5220.69871,5220.70211,0
154,4673,5220.70216,5220.70517,0
154,4673,5220.70525,5220.70782,0
154,4673,5220.70786,5220.71037,0
154,4673,5220.71043,5220.71388,0
154,4673,5220.71395,5220.71742,0
155,4673,5219.39572,5219.40072,0
155,4673,5219.40075,5219.40437,0
155,4673,5219.4044,5219.43099,0
155,4673,5219.43104,5219.45886,0
155,4673,5219.45891,5219.4854,0
155,4673,5219.48543,5219.48887,0
155,4673,5219.48891,5219.52503,0
155,4673,5219.52506,5219.52808,0
155,4673,5219.52811,5219.53485,0
155,4673,5219.53488,5219.53828,0
155,4673,5219.5383,5219.54222,0
155,4673,5219.54224,5219.5454,0
155,4673,5219.55861,5219.59416,0
155,4673,5219.60161,5219.60475,0
155,4673,5219.60478,5219.60898,0
155,4673,5219.60902,5219.64498,0
155,4673,5219.64803,5219.65153,0
155,4673,5219.65156,5219.65489,0
155,4673,5219.65491,5219.69005,0
155,4673,5219.69008,5219.69321,0
155,4673,5219.69604,5219.6992,0
155,4673,5219.69923,5219.704,0
155,4673,5219.70403,5219.70714,0
155,4673,5219.70716,5219.71035,0
155,4673,5219.71038,5219.74418,0
155,4673,5219.74568,5219.74877,0
155,4673,5219.7488,5219.78297,0
155,4673,5219.78555,5219.78868,0
155,4673,5219.78871,5219.79173,0
