ThreadId,TimerId,StartTime,EndTime,Depth
71,4443,490.098859,490.127298,1
71,4443,490.127303,490.152278,1
71,4443,490.152283,490.173267,1
71,4443,490.173272,490.189832,1
71,4443,490.189837,490.207807,1
71,4443,490.207812,490.232242,1
71,4443,490.23225,490.263575,1
71,4443,490.263582,490.294307,1
71,4443,490.294313,490.322376,1
71,4443,490.322382,490.346156,1
71,4443,490.346164,490.372344,1
71,4443,490.372349,490.399322,1
71,4443,490.399332,490.430427,1
71,4443,490.430433,490.464526,1
71,4443,490.464532,490.492758,1
71,4443,490.492764,490.52041,1
71,4443,490.520416,490.548668,1
71,4443,490.548675,490.578242,1
71,4443,490.57825,490.609721,1
71,4443,490.609727,490.638831,1
71,4443,490.638838,490.671227,1
71,4443,490.671233,490.698982,1
71,4443,490.698988,490.726351,1
71,4443,490.726355,490.756041,1
71,4443,490.756046,490.786253,1
71,4443,490.78626,490.817687,1
71,4443,490.817696,490.846916,1
