ThreadId,TimerId,StartTime,EndTime,Depth
78,4552,503.132584,503.134915,1
78,4552,503.135122,503.13749,1
78,4552,503.137577,503.151056,1
78,4552,503.156503,503.168403,1
78,4552,503.172936,503.175449,1
78,4552,503.175523,503.187759,1
78,4552,503.192183,503.204268,1
78,4552,503.213835,503.215691,1
78,4552,503.215781,503.217651,1
78,4552,503.217757,503.220895,1
78,4552,503.232927,503.252479,1
78,4552,503.296305,503.299921,1
78,4552,503.300076,503.323045,1
78,4552,503.378911,503.401272,1
78,4552,503.443935,503.447114,1
78,4552,503.447247,503.450621,1
78,4552,503.450709,503.465824,1
78,4552,503.471724,503.474849,1
78,4552,503.474984,503.476944,1
78,4552,503.477045,503.479597,1
78,4552,503.479702,503.482753,1
78,4552,503.482832,503.484996,1
78,4552,503.485124,503.507774,1
78,4552,503.513525,503.516111,1
78,4552,503.516267,503.530855,1
78,4552,503.535691,503.538811,1
78,4552,503.538929,503.541545,1
78,4552,503.550389,503.552567,1
78,4552,503.553649,503.556639,1
78,4552,503.56347,503.566536,1
78,4552,503.56663,503.569257,1
78,4552,503.569368,503.571985,1
78,4552,503.573792,503.576703,1
78,4552,503.576828,503.579635,1
78,4552,503.579741,503.581852,1
78,4552,503.582722,503.584935,1
78,4552,503.585698,503.587703,1
78,4552,503.587807,503.590372,1
78,4552,503.590569,503.593718,1
78,4552,503.59389,503.59699,1
78,4552,503.597798,503.601393,1
78,4552,503.601505,503.605062,1
78,4552,503.605205,503.621023,1
78,4552,503.631123,503.633989,1
78,4552,503.634076,503.653081,1
78,4552,503.661745,503.664137,1
78,4552,503.664211,503.677803,1
78,4552,503.720956,503.739032,1
78,4552,503.745839,503.748605,1
78,4552,503.748744,503.751887,1
78,4552,503.752673,503.755449,1
78,4552,503.755554,503.758049,1
78,4552,503.758149,503.761142,1
78,4552,503.768934,503.772045,1
78,4552,503.7722,503.774904,1
78,4552,503.774992,503.777368,1
78,4552,503.777463,503.780303,1
78,4552,503.79239,503.794675,1
78,4552,503.794758,503.798066,1
78,4552,503.798191,503.801377,1
78,4552,503.810104,503.813325,1
78,4552,503.813439,503.817178,1
78,4552,503.817291,503.820502,1
78,4552,503.82061,503.823679,1
78,4552,503.823804,503.827165,1
78,4552,503.828059,503.831017,1
78,4552,503.831158,503.833758,1
78,4552,503.833853,503.836788,1
78,4552,503.838644,503.841823,1
78,4552,503.841929,503.845031,1
78,4552,503.84515,503.847605,1
78,4552,503.847697,503.850038,1
78,4552,503.850123,503.852898,1
78,4552,503.853031,503.856281,1
78,4552,503.856392,503.859497,1
78,4552,503.859606,503.862703,1
78,4552,503.862822,503.866093,1
78,4552,503.866204,503.869236,1
78,4552,503.869371,503.872741,1
78,4552,503.87288,503.875869,1
78,4552,503.876678,503.879526,1
78,4552,503.879616,503.882617,1
78,4552,503.88341,503.886402,1
78,4552,503.886535,503.889153,1
78,4552,503.889284,503.891567,1
78,4552,503.89295,503.895357,1
78,4552,503.895891,503.897784,1
78,4552,503.897855,503.899886,1
78,4552,503.899959,503.901979,1
78,4552,503.902054,503.904965,1
78,4552,503.905812,503.908616,1
78,4552,503.908705,503.911259,1
78,4552,503.911809,503.913802,1
78,4552,503.914685,503.916636,1
78,4552,503.916711,503.919516,1
78,4552,503.91965,503.922382,1
78,4552,503.922531,503.925412,1
78,4552,503.926181,503.928815,1
78,4552,503.928908,503.930892,1
78,4552,503.93144,503.933998,1
78,4552,503.93412,503.937146,1
78,4552,503.937315,503.940452,1
78,4552,503.941203,503.944281,1
78,4552,503.944368,503.946407,1
78,4552,503.946476,503.949246,1
78,4552,503.949373,503.951376,1
78,4552,503.951535,503.954674,1
78,4552,503.954769,503.956652,1
78,4552,503.956725,503.958709,1
78,4552,503.958779,503.960882,1
78,4552,503.960953,503.963025,1
78,4552,503.963093,503.965355,1
78,4552,503.96546,503.968265,1
78,4552,503.968398,503.97177,1
78,4552,503.971904,503.975116,1
78,4552,503.975188,503.978142,1
78,4552,503.978274,503.981795,1
78,4552,503.981919,503.984896,1
78,4552,503.985473,503.988091,1
78,4552,503.988236,503.99082,1
78,4552,503.990918,503.993019,1
78,4552,503.993103,503.995182,1
78,4552,503.995262,503.997618,1
78,4552,503.997731,504.000344,1
78,4552,504.001686,504.004207,1
78,4552,504.004368,504.007008,1
78,4552,504.007624,504.009829,1
78,4552,504.010417,504.01352,1
78,4552,504.013664,504.016916,1
78,4552,504.017038,504.020051,1
78,4552,504.020191,504.023033,1
78,4552,504.024767,504.028265,1
78,4552,504.02841,504.031998,1
78,4552,504.032869,504.035918,1
78,4552,504.036462,504.038539,1
78,4552,504.039137,504.041215,1
78,4552,504.041782,504.044187,1
78,4552,504.044806,504.047454,1
78,4552,504.047585,504.050659,1
78,4552,504.051354,504.054621,1
78,4552,504.054746,504.058295,1
78,4552,504.058424,504.061108,1
78,4552,504.061649,504.064361,1
78,4552,504.06449,504.066953,1
78,4552,504.067077,504.069146,1
78,4552,504.069228,504.071318,1
78,4552,504.071397,504.07398,1
78,4552,504.074096,504.076393,1
78,4552,504.076488,504.079414,1
78,4552,504.079531,504.081605,1
78,4552,504.081699,504.08409,1
78,4552,504.084167,504.086132,1
78,4552,504.086214,504.089172,1
78,4552,504.089299,504.092759,1
78,4552,504.092895,504.095973,1
78,4552,504.096086,504.099629,1
78,4552,504.099746,504.102679,1
78,4552,504.102805,504.105061,1
78,4552,504.105162,504.107719,1
78,4552,504.10785,504.11016,1
78,4552,504.110243,504.112309,1
78,4552,504.11242,504.114612,1
78,4552,504.116697,504.11992,1
78,4552,504.12006,504.123267,1
78,4552,504.124076,504.126794,1
78,4552,504.127445,504.129756,1
78,4552,504.130582,504.133026,1
78,4552,504.133854,504.136572,1
78,4552,504.138317,504.141303,1
78,4552,504.142623,504.145283,1
78,4552,504.147177,504.150164,1
78,4552,504.150263,504.152493,1
78,4552,504.152664,504.155733,1
78,4552,504.155852,504.158098,1
78,4552,504.158243,504.161653,1
78,4552,504.16182,504.165226,1
78,4552,504.167126,504.170752,1
78,4552,504.170898,504.173806,1
78,4552,504.173938,504.177141,1
78,4552,504.177278,504.180407,1
78,4552,504.181203,504.183366,1
78,4552,504.184549,504.18811,1
78,4552,504.188308,504.191332,1
78,4552,504.1915,504.193663,1
78,4552,504.193767,504.195897,1
78,4552,504.195999,504.198349,1
78,4552,504.198484,504.200822,1
78,4552,504.20091,504.204359,1
78,4552,504.204538,504.207923,1
78,4552,504.208085,504.211798,1
78,4552,504.211949,504.214759,1
78,4552,504.214898,504.217405,1
78,4552,504.217583,504.220825,1
78,4552,504.220969,504.223766,1
78,4552,504.223868,504.225915,1
78,4552,504.225992,504.228629,1
78,4552,504.228739,504.230784,1
78,4552,504.23091,504.233955,1
78,4552,504.23412,504.236363,1
78,4552,504.23648,504.238742,1
78,4552,504.238854,504.241228,1
78,4552,504.241366,504.244659,1
78,4552,504.244864,504.248235,1
78,4552,504.248426,504.252058,1
78,4552,504.253848,504.25748,1
78,4552,504.25769,504.261455,1
78,4552,504.261661,504.265484,1
78,4552,504.266167,504.26853,1
78,4552,504.268702,504.272191,1
78,4552,504.274164,504.27737,1
78,4552,504.278141,504.280911,1
78,4552,504.281074,504.284137,1
78,4552,504.285028,504.287924,1
78,4552,504.28925,504.292562,1
78,4552,504.293888,504.297699,1
78,4552,504.297811,504.300321,1
78,4552,504.300494,504.302923,1
78,4552,504.3031,504.306424,1
78,4552,504.306594,504.309707,1
78,4552,504.309857,504.312313,1
78,4552,504.312463,504.31538,1
78,4552,504.317115,504.321006,1
78,4552,504.322108,504.325451,1
78,4552,504.326625,504.329275,1
78,4552,504.33003,504.333005,1
78,4552,504.333252,504.335666,1
78,4552,504.335809,504.338276,1
78,4552,504.338423,504.341531,1
78,4552,504.341734,504.345184,1
78,4552,504.34541,504.348959,1
78,4552,504.34922,504.352976,1
78,4552,504.353177,504.356942,1
78,4552,504.357161,504.360626,1
78,4552,504.360781,504.364169,1
78,4552,504.364301,504.367164,1
78,4552,504.367271,504.369522,1
78,4552,504.369619,504.37264,1
78,4552,504.372801,504.376048,1
78,4552,504.376172,504.378528,1
78,4552,504.378629,504.380823,1
78,4552,504.380932,504.383095,1
78,4552,504.383215,504.386146,1
