ThreadId,TimerId,StartTime,EndTime,Depth
125,4696,5186.65595,5186.65682,1
125,4696,5186.65682,5186.65765,1
125,4696,5186.65765,5186.65841,1
125,4696,5186.65842,5186.6592,1
125,4696,5186.6592,5186.66002,1
125,4696,5186.66003,5186.66069,1
125,4696,5186.6607,5186.6614,1
125,4696,5186.6614,5186.66211,1
125,4696,5186.66211,5186.66289,1
125,4696,5186.6629,5186.66373,1
125,4696,5186.66373,5186.66451,1
125,4696,5186.66451,5186.66515,1
125,4696,5186.66517,5186.66592,1
125,4696,5186.66592,5186.66664,1
125,4696,5186.66664,5186.6673,1
125,4696,5186.6673,5186.66796,1
125,4696,5186.66796,5186.66854,1
125,4696,5186.66854,5186.6692,1
125,4696,5186.6692,5186.6698,1
125,4696,5186.6698,5186.67042,1
125,4696,5186.67042,5186.67103,1
125,4696,5186.67103,5186.6716,1
125,4696,5186.6716,5186.6722,1
125,4696,5186.6722,5186.67285,1
125,4696,5186.67286,5186.67345,1
125,4696,5186.67345,5186.67408,1
125,4696,5186.67408,5186.67483,1
