ThreadId,TimerId,StartTime,EndTime,Depth
88,4164,425.058661,425.12926,2
88,4164,425.132468,425.213641,2
88,4164,425.218385,425.32516,2
88,4164,425.328733,425.431745,2
88,4164,425.435992,425.552104,2
88,4164,425.556103,425.6978,2
88,4164,425.706521,425.845497,2
88,4164,425.849662,425.971146,2
88,4164,425.975851,426.097603,2
88,4164,426.102608,426.17975,2
88,4164,426.182938,426.262832,2
88,4164,426.266351,426.356653,2
88,4164,426.360243,426.433604,2
88,4164,426.438087,426.536716,2
88,4164,426.541131,426.675101,2
88,4164,426.680533,426.809434,2
88,4164,426.813694,426.926797,2
88,4164,426.930566,427.047559,2
88,4164,427.051445,427.159646,2
88,4164,427.164792,427.270026,2
88,4164,427.273632,427.398528,2
88,4164,427.402862,427.530884,2
88,4164,427.535521,427.655533,2
88,4164,427.659378,427.777164,2
88,4164,427.780493,427.905493,2
88,4164,427.910176,428.038544,2
88,4164,428.042853,428.162438,2
