ThreadId,TimerId,StartTime,EndTime,Depth
65,4177,43.4544325,43.4546924,2
65,4177,43.4596541,43.4597455,2
65,4177,43.4637046,43.4637618,2
65,4177,43.4674232,43.4674957,2
65,4177,43.4714997,43.4715969,2
65,4177,43.475443,43.475514,2
65,4177,43.479896,43.4799985,2
65,4177,43.4843409,43.4844119,2
65,4177,43.4884929,43.4885607,2
65,4177,43.492603,43.4926779,2
65,4177,43.4963516,43.4964196,2
65,4177,43.4996642,43.4997206,2
65,4177,43.50296,43.5030124,2
65,4177,43.5068552,43.5069383,2
65,4177,43.5109128,43.510975,2
65,4177,43.5144302,43.514488,2
65,4177,43.5180085,43.5180734,2
65,4177,43.5214476,43.5215496,2
65,4177,43.5258149,43.5258942,2
65,4177,43.5300803,43.5301993,2
65,4177,43.5340748,43.5341757,2
65,4177,43.5375106,43.5375741,2
65,4177,43.5411442,43.5412861,2
65,4177,43.5448223,43.5449331,2
65,4177,43.5487715,43.5488861,2
65,4177,43.5530654,43.5531432,2
65,4177,43.5569226,43.5569928,2
